42,Pizza 4P's,"8 Thủ Khoa Huân, Hồ Chí Minh, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/pizza_bg_64.png,NULL
43,Heart Of Darkness,"31D Ly Tu Trong, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_bg_64.png,NULL
44,Bếp Mẹ Ỉn,"136/9 Le Thanh Ton P. Ben Thanh, Q1, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_bg_64.png,NULL
45,Cộng Cà Phê,"26 Lý Tự Trọng, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/cafe_bg_64.png,NULL
46,Bánh Mì Huỳnh Hoa,"26 Lê Thị Riêng, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/bakery_bg_64.png,NULL
47,The Racha Room - Món Thái,"12 - 14 Mạc Thị Bưởi (hai ba trung), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/thai_bg_64.png,NULL
48,Bánh Mì Hông Hoa,"62 Nguyen Van Trang, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/deli_bg_64.png,NULL
49,Nhà Hàng Hoa Túc,"74 Hai Bà Trưng, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_bg_64.png,NULL
50,Quán Mì Cật,"62 Truong Dinh St., Dist. 1 (Trương Định - Lý Tự Trọng), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/ramen_bg_64.png,NULL
51,Celadon City,"88 Bờ Bao Tân Thắng, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
52,Tao Dan Park (Công viên Tao Đàn),"55C Nguyễn Thị Minh Khai (Cách Mạng Tháng Tám), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
53,Công Viên Lê Văn Tám,Thành phố Hồ Chí Minh,No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
54,Bạch Đằng Waterbus Station,"Tôn Đức Thắng, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_bg_64.png,NULL
55,Vinhomes Central Park,"Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
56,Independence Palace / Reunification Palace (Dinh Thống Nhất),"135 Nam Kỳ Khởi Nghĩa (Han Thuyen), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_bg_64.png,NULL
57,Bitexco Skydeck,"49/F, Bitexco Financial Tower, 36 Ho Tung Mau (Ham Nghi), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_bg_64.png,NULL
58,Nguyen Hue Pedestrian Plaza (Quảng trường đi bộ Nguyễn Huệ),"Nguyen Hue St., Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_bg_64.png,NULL
59,Công Viên 23 Tháng 9,"0, Lê Lai (Phạm Ngũ Lão), Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
60,30-4 Park,"Le Duan St., Dist. 1, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
61,Novotel Danang Premier Han River,"36 Bach Dang Street (Ly Tu Trong Street), Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
62,Brilliant Hotel,"162 Bach Dang Street (Đà Nẵng), Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
63,Paris Deli Hotel,"236 Võ Nguyên Giáp, Sơn Trà, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
64,Pullman Danang Beach Resort,"Vo Nguyen Giap Street, Ngũ Hành Sơn, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
65,Furama Resort Danang,"68 Ho Xuan Huong, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
66,Hyatt Regency Danang Resort and Spa,"5 Truong Sa Street (Ngu Hanh Son District), Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
67,Vanda Hotel (Khách sạn Vanda),"03 Nguyen Van Linh Street, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
68,Crowne Plaza Danang,"No.8,Son Tra Dien Ngoc Street (Khue My Ward, Ngu Hanh Son District), Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
69,Four Points by Sheraton Danang,"118 – 120 Vo Nguyen Giap Street, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
70,Royal Lotus Hotel Danang,"120A Nguyen Van Thoai, Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
71,Pizza 4P's Hoang Van Thu,"8 Hoang Van Thu, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/pizza_bg_64.png,NULL
72,Cộng Càphê,"96-98 Bạch Đằng, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_bg_64.png,NULL
73,Mì AA - Happy Bread,"14 Hùng Vương, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/deli_bg_64.png,NULL
74,Luna Pub,"9 Trần Phú, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_bg_64.png,NULL
75,Madame Lân Restaurant,"4 Bạch Đằng, Thạch Thang, Hải Châu, Thạch Thang Hải Châu Đà Nẵng 550000, Vi﻿etnam, Hải Châu, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_bg_64.png,NULL
76,Phở Bắc Hải,"185, Trần Phú, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/ramen_bg_64.png,NULL
77,Bếp Hên,Thành Phố Đà Nẵng,No description available,https://ss3.4sqi.net/img/categories_v2/food/diner_bg_64.png,NULL
78,Boulevard Gelato & Coffee,"77 Trần Quốc Toản, Hải Châu﻿ 1, Hải Châu, Đà Nẵng 550000",No description available,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_bg_64.png,NULL
79,Burger Bros,"18 An Thượng 4, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/burger_bg_64.png,NULL
80,L' Italiano Restaurant,"An Thuong 30 My An, Ngu Hanh Son, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/food/italian_bg_64.png,NULL
81,Phạm Văn Đồng Beach,Đà Nẵng,No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_bg_64.png,NULL
82,Da Nang Beach (Danang Beach),Thành Phố Đà Nẵng,No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_bg_64.png,NULL
83,Động Âm Phủ,"Núi Thủy Sơn, Huyền Trân Công Chúa, Ngũ Hành Sơn, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_bg_64.png,NULL
84,Bãi Biển Phước Mỹ,"Võ Nguyên Giáp, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/surfspot_bg_64.png,NULL
85,Động Thông Thiên,"Huyền Trân Công Chúa, Ngũ Hành Sơn, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_bg_64.png,NULL
86,The Village,Unknown,No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_bg_64.png,NULL
87,Động Huyền Không,"Huyền Trân Công Chúa, Ngũ Hành Sơn, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_bg_64.png,NULL
88,Marble Mountain (Ngũ Hành Sơn),"Trường Sa, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/building/default_bg_64.png,NULL
89,Da Nang Museum of Cham Sculpture (Bảo Tàng Điêu Khắc Chăm Đà Nẵng),"2, 2 Tháng 9 (Trưng Nữ Vương), Hải Châu, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_bg_64.png,NULL
90,Công viên 29/3,"Nguyễn Tri Phương, Đà Nẵng, Thành Phố Đà Nẵng",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_bg_64.png,NULL
91,Apricot Hotel,"136 Hang Trong Street, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
92,Sofitel Legend Metropole Hanoi,"15 Ngo Quyen Street (Lê Phụng Hiếu), Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
93,Hanoi La Siesta Hotel & Spa,"94 Mã Mây, Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/shops/spa_bg_64.png,NULL
94,Meliá,"44 Lý Thường Kiệt, Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
95,Mövenpick Hotel Hanoi,"83A Lý Thường Kiệt, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
96,Oriental Suites Hotel,"58 Hang Dao, Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
97,InterContinental Hanoi Westlake,"1A Nghi Tàm, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
98,Hotel Nikko Hanoi,"84 Tran Nhan Tong Street, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
99,Lotte Hotel Hanoi,"54 Lieu Giai Street, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
100,Hanoi Inner Hotel,"19 Au Trieu, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
101,Pasteur Street Brewing Company,"Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/brewery_bg_64.png,NULL
102,Duong's 2 Restaurant & Cooking Class,"101 Ma May Street., Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_bg_64.png,NULL
103,Bánh Cuốn Bà Hoành - Tô Hiến Thành,"66 Tô Hiến Thành (Bùi Thị Xuân), Hai Bà Trưng, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/diner_bg_64.png,NULL
104,Chả Cá Thăng Long,"31, Đường Thành (Hàng Điếu), Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/diner_bg_64.png,NULL
105,Phở 10 Lý Quốc Sư,"10 Lý Quốc Sư (Chân Cầm), Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/diner_bg_64.png,NULL
106,Bánh Mì 25 - Hàng Cá,"25 Hàng Cá (Thuốc Bắc), Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/deli_bg_64.png,NULL
107,Cộng Caphe - Nhà Thờ,"27 Nhà Thờ (Nha Chung), Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_bg_64.png,NULL
108,Cà Phê Giảng,"39 Nguyễn Hữu Huân, Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/cafe_bg_64.png,NULL
109,Pizza 4Ps 11B Bảo Khánh,"11B Bảo Khánh, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/pizza_bg_64.png,NULL
110,Hidden Gem Coffee,"3B Hàng Tre, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_bg_64.png,NULL
111,Temple of Literature (Văn Miếu Quốc Tử Giám),"Quốc Tử Giám (Văn Miếu), Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/building/default_bg_64.png,NULL
112,Công Viên Thống Nhất,"354A, Lê Duẩn (Đại Cổ Việt), Hai Bà Trưng, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
113,Hanoi Flag Tower (Cột Cờ Hà Nội),"28A, Điện Biên Phủ (btwn. Hoàng Diệu & Nguyễn Tri Phương), Ba Đình, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/building/government_monument_bg_64.png,NULL
114,Sky Walk Lotte Centre,"2 Dao Tan 65th Floor Lotte Centre (Lieu Giai), Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_bg_64.png,NULL
115,Ho Chi Minh Mausoleum (Lăng Chủ Tịch Hồ Chí Minh),"9 Chùa Một Cột, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/building/government_monument_bg_64.png,NULL
116,Ly Thai To Park (Vườn Hoa Lý Thái Tổ),"Đinh Tiên Hoàng (Lê Lai & Lê Thạch), Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
117,Vườn hoa Hàng Trống,"42, Nhà Chung, Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_bg_64.png,NULL
118,Phủ Chủ Tịch,"Hùng Vương, Hà Nội, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/building/medical_opticalshop_bg_64.png,NULL
119,Cầu Long Biên,"Cầu Long Biên, Hoàn Kiếm, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_bg_64.png,NULL
120,Uncle Ho's Stilt House (Nhà Sàn Bác Hồ),"Hùng Vương, Ba Đình, Thành Phố Hà Nội",No description available,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_bg_64.png,NULL
121,ibis Saigon Airport,"2 Hong Ha Street, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
122,Hotel Des Arts Saigon Mgallery Collection,"76 - 78 Nguyen Thi Minh Khai, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/shops/spa_bg_64.png,NULL
123,Park Hyatt Saigon,"2 công trường Lam Sơn, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
124,Pullman Saigon Centre,"148 Trần Hưng Đạo (Nguyen Cu Trinh St.), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
125,Le Méridien Saigon,"3C Ton Duc Thang Street, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/shops/spa_bg_64.png,NULL
126,InterContinental Saigon,"Corner Hai Ba Trung St & Leduan Blvd (Le Duna Blv), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
127,Silverland Sakyo Hotel & Spa,"10A Le Thanh Ton Street, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
128,Sofitel Saigon Plaza,"17 Le Duan, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
129,The Reverie Saigon,"22-36 Nguyen Hue Boulevard, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
130,Hotel Nikko Saigon,"235 Nguyen Van Cu St., Dist. 1 (http://internetworks.tumblr.com/), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bg_64.png,NULL
131,Phở Hòa Pasteur,"260C Pasteur, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_bg_64.png,NULL
132,Pizza 4P's,"8 Thủ Khoa Huân, Hồ Chí Minh, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/pizza_bg_64.png,NULL
133,Heart Of Darkness,"31D Ly Tu Trong, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_bg_64.png,NULL
134,Bếp Mẹ Ỉn,"136/9 Le Thanh Ton P. Ben Thanh, Q1, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_bg_64.png,NULL
135,Cộng Cà Phê,"26 Lý Tự Trọng, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",No description available,https://ss3.4sqi.net/img/categories_v2/food/cafe_bg_64.png,NULL
